ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
13004651,3/7/2023 11:15,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1623,16.0,45.0,,
13003270,3/7/2023 11:25,THEFT,$500 AND UNDER,APARTMENT,False,False,1225,12.0,27.0,41.87716145,-87.67653695
13005583,3/7/2023 12:40,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),False,False,1824,18.0,42.0,,
13004520,3/7/2023 13:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2413,24.0,40.0,41.99219504,-87.69873636
13006050,3/7/2023 13:40,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,2013,20.0,48.0,41.98924362,-87.66511973
13003431,3/7/2023 14:20,ROBBERY,AGGRAVATED,STREET,False,False,1234,12.0,25.0,41.85361911,-87.66853375
13003442,3/7/2023 14:45,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,2013,20.0,48.0,41.98924362,-87.66511973
13003752,3/7/2023 16:30,THEFT,OVER $500,STREET,False,False,1214,12.0,27.0,41.88866641,-87.65222782
13008717,3/7/2023 17:00,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",STREET,False,False,511,5.0,9.0,41.72184048,-87.61727759
13003790,3/7/2023 20:05,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,614,6.0,21.0,41.74308791,-87.66245287
13014692,3/8/2023 0:00,THEFT,OVER $500,HOSPITAL BUILDING / GROUNDS,False,False,411,4.0,8.0,41.757631,-87.58570825
13004670,3/8/2023 0:00,THEFT,OVER $500,RESIDENCE,False,False,2422,24.0,49.0,,
13014055,3/8/2023 12:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,631,6.0,6.0,41.74757756,-87.60823712
13004567,3/8/2023 12:35,ROBBERY,ARMED - HANDGUN,STREET,False,False,1422,14.0,26.0,41.90851427,-87.70696837
13004428,3/8/2023 16:15,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1213,12.0,27.0,41.89617609,-87.66085307
13005206,3/8/2023 19:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1021,10.0,24.0,41.86390688,-87.70803172
13005128,3/8/2023 19:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2533,25.0,37.0,41.91267371,-87.75276406
13006555,3/9/2023 4:50,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,715,7.0,15.0,41.79125211,-87.66936925
13006715,3/9/2023 12:00,THEFT,$500 AND UNDER,STREET,False,False,232,2.0,20.0,41.78742957,-87.62174036
13006161,3/9/2023 14:55,THEFT,FROM BUILDING,APARTMENT,False,False,331,3.0,5.0,41.77308501,-87.56833541
13005392,3/9/2023 15:00,ASSAULT,SIMPLE,STREET,False,False,1611,16.0,39.0,41.9933005,-87.78034975
13006142,3/9/2023 20:30,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,123,1.0,4.0,41.87285385,-87.63257603
13005801,3/10/2023 4:15,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,ALLEY,False,False,1831,18.0,42.0,41.89036442,-87.62802154
13008120,3/10/2023 8:00,THEFT,OVER $500,STREET,False,False,1911,19.0,47.0,41.95778195,-87.68048559
13006355,3/10/2023 10:30,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",FACTORY / MANUFACTURING BUILDING,False,False,815,8.0,14.0,41.82116708,-87.72633641
13006226,3/10/2023 11:30,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,True,False,2013,20.0,48.0,41.98924362,-87.66511973
13009160,3/10/2023 14:30,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2422,24.0,49.0,42.01856391,-87.66583222
13006289,3/10/2023 14:40,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,1024,10.0,22.0,41.84545445,-87.71359548
13006542,3/10/2023 15:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,424,4.0,10.0,41.73009459,-87.54946199
13008373,3/10/2023 18:00,THEFT,OVER $500,STREET,False,False,321,3.0,5.0,41.77422221,-87.60092396
13006997,3/10/2023 18:00,THEFT,OVER $500,STREET,False,False,1432,14.0,32.0,41.92415775,-87.68593988
13026736,3/10/2023 19:30,THEFT,OVER $500,STREET,False,False,1923,19.0,44.0,,
13006677,3/10/2023 20:30,THEFT,OVER $500,STREET,False,False,1433,14.0,32.0,41.91217794,-87.6632385
13007341,3/11/2023 13:15,THEFT,POCKET-PICKING,SIDEWALK,False,False,1834,18.0,42.0,41.88899385,-87.62693483
13009290,3/11/2023 13:30,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,1832,18.0,2.0,,
13007323,3/11/2023 15:03,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,311,3.0,20.0,41.78120331,-87.61564959
13007259,3/11/2023 15:15,THEFT,FROM BUILDING,RESTAURANT,False,False,1833,18.0,2.0,41.89876792,-87.62411633
13017986,3/11/2023 15:45,THEFT,OVER $500,CAR WASH,False,False,1011,10.0,24.0,41.86383116,-87.72510336
13007339,3/11/2023 18:30,BATTERY,SIMPLE,RESTAURANT,False,False,1833,18.0,2.0,41.89876792,-87.62411633
13008976,3/11/2023 18:38,BATTERY,SIMPLE,STREET,False,False,1832,18.0,42.0,41.89482493,-87.63178864
13007351,3/11/2023 19:50,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,1524,15.0,37.0,41.89362301,-87.76534725
13008670,3/11/2023 20:13,THEFT,FROM BUILDING,HOTEL / MOTEL,False,False,1832,18.0,42.0,41.89482493,-87.63178864
13007452,3/11/2023 20:16,ASSAULT,SIMPLE,RESTAURANT,False,False,2233,22.0,34.0,41.69552299,-87.64247557
13009094,3/11/2023 23:00,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,225,2.0,3.0,41.79599104,-87.63054249
13016262,3/11/2023 23:00,THEFT,POCKET-PICKING,BAR OR TAVERN,False,False,1925,19.0,44.0,,
13010406,3/11/2023 23:05,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1924,19.0,44.0,,
13031624,3/12/2023 0:00,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,814,8.0,14.0,41.79822032,-87.74604899
13007795,3/12/2023 5:30,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,HOTEL / MOTEL,False,False,1832,18.0,42.0,41.89482493,-87.63178864
13034433,3/12/2023 9:00,THEFT,$500 AND UNDER,STREET,False,False,1115,11.0,28.0,41.87968721,-87.73183081
13084028,3/12/2023 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1834,18.0,2.0,,
13010068,3/12/2023 17:57,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,123,1.0,25.0,41.86825618,-87.63240229
13017376,3/12/2023 20:00,THEFT,OVER $500,STREET,False,False,1824,18.0,43.0,,
13017339,3/12/2023 21:54,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1021,10.0,24.0,41.86011276,-87.71280421
13012149,3/12/2023 22:30,ROBBERY,ARMED - HANDGUN,STREET,False,False,1232,12.0,25.0,41.87790596,-87.64987086
13008656,3/13/2023 8:50,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,1522,15.0,29.0,41.87927977,-87.76276798
13010412,3/13/2023 12:10,THEFT,OVER $500,SMALL RETAIL STORE,False,False,1434,14.0,32.0,,
13011355,3/13/2023 15:00,THEFT,OVER $500,STREET,False,False,1533,15.0,29.0,41.87022626,-87.74800082
13009060,3/13/2023 15:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,False,1834,18.0,42.0,41.88958211,-87.62664923
13010433,3/13/2023 15:41,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1834,18.0,42.0,,
13009854,3/13/2023 16:00,THEFT,OVER $500,STREET,False,False,212,2.0,4.0,41.82390354,-87.61158844
13009148,3/13/2023 16:32,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,False,False,331,3.0,5.0,41.77308501,-87.56833541
13012474,3/13/2023 16:40,THEFT,$500 AND UNDER,APARTMENT,False,False,831,8.0,17.0,,
13010458,3/14/2023 0:00,THEFT,OVER $500,STREET,False,False,1214,12.0,27.0,41.89228489,-87.64512661
13016308,3/14/2023 11:27,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,2431,24.0,49.0,42.00540807,-87.66862989
13011893,3/14/2023 12:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,False,True,324,3.0,8.0,41.7587536,-87.58742517
13010304,3/14/2023 17:50,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,621,6.0,17.0,41.75247054,-87.63434507
13013459,3/14/2023 18:15,THEFT,OVER $500,APARTMENT,False,False,1914,19.0,46.0,,
13010484,3/14/2023 20:24,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12.0,27.0,41.88636326,-87.64749279
13010522,3/14/2023 21:20,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1011,10.0,24.0,41.86162732,-87.73604559
13011424,3/14/2023 21:45,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,False,False,1132,11.0,24.0,41.87183318,-87.73026324
13010697,3/15/2023 2:00,THEFT,OVER $500,STREET,False,False,2223,22.0,21.0,41.71896269,-87.64072279
13011268,3/15/2023 7:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,215,2.0,3.0,41.81395422,-87.61971907
13010893,3/15/2023 10:26,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,832,8.0,16.0,41.77469991,-87.68595667
13010962,3/15/2023 10:59,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11.0,27.0,41.89547982,-87.71417725
13016243,3/15/2023 11:40,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1432,14.0,1.0,,
13034644,3/15/2023 13:29,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,613,6.0,21.0,41.73694593,-87.65215522
13011378,3/15/2023 15:06,ROBBERY,ARMED - HANDGUN,APARTMENT,False,False,1223,12.0,27.0,41.88418003,-87.68404842
13011244,3/15/2023 15:51,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,1014,10.0,24.0,41.85251872,-87.71624348
13012073,3/15/2023 16:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,631,6.0,6.0,41.74757756,-87.60823712
13115583,3/15/2023 16:40,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,False,False,1822,18.0,27.0,41.91086004,-87.65193315
13020509,3/16/2023 12:00,THEFT,OVER $500,STREET,False,False,1225,12.0,28.0,,
13012058,3/16/2023 12:35,BATTERY,SIMPLE,APARTMENT,False,False,631,6.0,6.0,41.74564503,-87.61426484
13016271,3/16/2023 12:48,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1432,14.0,1.0,,
13012422,3/16/2023 15:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,631,6.0,6.0,41.74415167,-87.62434741
13013451,3/16/2023 17:40,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,314,3.0,20.0,,
13013070,3/16/2023 18:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,511,5.0,9.0,41.72184048,-87.61727759
13013152,3/16/2023 20:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,223,2.0,4.0,41.80869109,-87.61143644
13026448,3/16/2023 21:15,ASSAULT,SIMPLE,RESTAURANT,False,False,1833,18.0,2.0,41.89876792,-87.62411633
13013235,3/17/2023 6:00,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1231,12.0,27.0,41.87751796,-87.65944407
13015527,3/17/2023 8:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,614,6.0,17.0,41.74443058,-87.67299588
13013237,3/17/2023 8:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,735,7.0,17.0,41.76747498,-87.67117239
13013160,3/17/2023 15:19,ASSAULT,SIMPLE,SIDEWALK,False,True,1533,15.0,29.0,41.87323555,-87.75481375
13014341,3/17/2023 16:13,THEFT,RETAIL THEFT,DRUG STORE,False,False,821,8.0,14.0,,
13025719,3/17/2023 17:00,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1623,16.0,45.0,,
13018382,3/17/2023 18:30,THEFT,FROM BUILDING,HOTEL / MOTEL,False,False,111,1.0,42.0,,
13013639,3/17/2023 20:12,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,False,False,114,1.0,4.0,,
13013586,3/17/2023 23:06,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,834,8.0,18.0,41.74869985,-87.74131881
13013603,3/17/2023 23:15,THEFT,OVER $500,APARTMENT,False,True,1234,12.0,25.0,41.8530508,-87.67900435
13018380,3/18/2023 0:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1911,19.0,47.0,,
13071051,3/18/2023 0:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,2232,22.0,21.0,,
13016251,3/18/2023 0:15,THEFT,OVER $500,STREET,False,False,2411,24.0,50.0,,
13013760,3/18/2023 5:30,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,1532,15.0,37.0,41.89025437,-87.7529818
13014363,3/18/2023 9:45,THEFT,OVER $500,STREET,False,False,1911,19.0,47.0,,
13014011,3/18/2023 12:04,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1011,10.0,24.0,41.86393489,-87.71778941
13014086,3/18/2023 15:00,THEFT,$500 AND UNDER,STREET,False,False,921,9.0,12.0,41.82019352,-87.68965892
13014779,3/18/2023 15:00,ASSAULT,SIMPLE,STREET,False,False,1532,15.0,28.0,41.88363814,-87.7551863
13016598,3/19/2023 0:01,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,131,1.0,3.0,41.86643239,-87.62944845
13017348,3/19/2023 5:05,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,911,9.0,12.0,,
13016508,3/19/2023 7:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,933,9.0,20.0,41.80144325,-87.65554725
13014876,3/19/2023 11:07,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,True,1122,11.0,27.0,41.88873266,-87.72100364
13015042,3/19/2023 14:30,ASSAULT,SIMPLE,APARTMENT,False,False,234,2.0,5.0,41.79904647,-87.58550578
13016257,3/19/2023 15:00,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,132,1.0,4.0,,
13020019,3/19/2023 16:00,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,1215,12.0,1.0,41.89099513,-87.66605656
13015104,3/19/2023 18:10,NARCOTICS,POSSESS - COCAINE,HOSPITAL BUILDING / GROUNDS,True,False,411,4.0,8.0,41.757631,-87.58570825
13015949,3/19/2023 22:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,323,3.0,6.0,41.75954461,-87.61027955
13015518,3/19/2023 22:54,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,924,9.0,12.0,41.80842331,-87.68283691
13015360,3/20/2023 0:40,ASSAULT,SIMPLE,RESIDENCE,True,True,714,7.0,15.0,41.78054529,-87.67151457
13015478,3/20/2023 6:03,ASSAULT,SIMPLE,RESIDENCE,False,True,714,7.0,15.0,41.78399324,-87.66554289
13015603,3/20/2023 10:30,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,732,7.0,6.0,41.76617713,-87.63595579
13016584,3/20/2023 10:45,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,1513,15.0,29.0,41.86647573,-87.77293391
13016279,3/20/2023 11:56,THEFT,RETAIL THEFT,DRUG STORE,False,False,1424,14.0,1.0,41.9067971,-87.67186166
13018772,3/20/2023 12:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,632,6.0,8.0,41.73301373,-87.60350258
13016514,3/20/2023 12:00,THEFT,OVER $500,APARTMENT,False,False,2431,24.0,49.0,42.00658511,-87.67191802
13019409,3/20/2023 13:00,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False,114,1.0,42.0,,
13016299,3/20/2023 17:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,925,9.0,11.0,41.8162833,-87.63974857
13016339,3/20/2023 17:30,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,True,False,1833,18.0,2.0,41.89876792,-87.62411633
13017936,3/20/2023 21:40,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1724,17.0,33.0,41.96242343,-87.70828274
13017366,3/20/2023 23:25,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),False,False,1934,19.0,44.0,,
13025707,3/21/2023 2:15,THEFT,OVER $500,RESIDENCE,False,False,1634,16.0,31.0,,
13018388,3/21/2023 7:25,THEFT,OVER $500,ATHLETIC CLUB,False,False,1831,18.0,42.0,,
13017090,3/21/2023 11:23,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1933,19.0,44.0,41.9399206,-87.65319329
13017043,3/21/2023 11:45,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1012,10.0,24.0,41.85148914,-87.72853472
13017669,3/21/2023 12:10,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1834,18.0,2.0,41.89383196,-87.6202777
13017154,3/21/2023 13:30,ASSAULT,SIMPLE,BANK,False,False,1235,12.0,11.0,41.85795524,-87.64664745
13017156,3/21/2023 14:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,913,9.0,11.0,41.83801961,-87.64826243
13018358,3/21/2023 15:19,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,1423,14.0,1.0,,
13018355,3/21/2023 18:00,THEFT,OVER $500,SIDEWALK,False,False,1813,18.0,43.0,,
13030154,3/21/2023 18:10,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,False,1611,16.0,41.0,42.01685281,-87.8196869
13019847,3/22/2023 0:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,False,1225,12.0,27.0,41.87716145,-87.67653695
13017850,3/22/2023 11:00,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1021,10.0,24.0,41.90585053,-87.71422032
13019761,3/22/2023 14:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,835,8.0,18.0,41.76042604,-87.68679656
13029672,3/22/2023 15:55,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1132,11.0,24.0,,
13018783,3/22/2023 19:38,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,1024,10.0,22.0,41.84545445,-87.71359548
13018612,3/22/2023 23:47,ARSON,BY FIRE,ALLEY,False,False,221,2.0,3.0,41.81431919,-87.6139961
13048692,3/23/2023 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1832,18.0,2.0,,
13019393,3/23/2023 0:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,323,3.0,6.0,41.76115128,-87.61837281
13110248,3/23/2023 0:00,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,314,3.0,5.0,41.78289341,-87.58842874
13022344,3/23/2023 3:04,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,1831,18.0,42.0,,
13024567,3/23/2023 3:05,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2234,22.0,34.0,41.68423575,-87.66667426
13019279,3/23/2023 9:56,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,True,False,733,7.0,17.0,41.760515,-87.65278201
13020506,3/23/2023 10:00,THEFT,OVER $500,SIDEWALK,False,False,122,1.0,42.0,,
13127183,3/23/2023 10:55,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,222,2.0,5.0,,
13024557,3/23/2023 13:55,THEFT,$500 AND UNDER,APARTMENT,False,False,1133,11.0,24.0,,
13019533,3/23/2023 20:29,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,2221,22.0,19.0,41.72610713,-87.67736704
13024556,3/23/2023 21:00,THEFT,OVER $500,STREET,False,False,1434,14.0,32.0,,
13020927,3/24/2023 0:00,THEFT,$500 AND UNDER,STREET,False,False,533,5.0,9.0,41.658318,-87.60340609
13019997,3/24/2023 7:30,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,334,3.0,7.0,41.76343502,-87.56529778
13023431,3/24/2023 10:20,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),False,False,724,7.0,16.0,,
13020163,3/24/2023 10:56,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,True,False,632,6.0,8.0,41.73550827,-87.60479332
13022335,3/24/2023 12:17,THEFT,FROM BUILDING,APARTMENT,False,False,1935,19.0,43.0,,
13020458,3/24/2023 19:35,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,1533,15.0,29.0,41.86932662,-87.74755744
13020556,3/24/2023 21:15,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1834,18.0,42.0,41.89036442,-87.62802154
13020742,3/25/2023 0:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,834,8.0,18.0,41.73749133,-87.73851991
13020914,3/25/2023 0:01,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2413,24.0,50.0,41.99462589,-87.68733041
27553,3/25/2023 4:38,HOMICIDE,FIRST DEGREE MURDER,CTA SUBWAY STATION,True,False,122,1.0,4.0,,
13028513,3/25/2023 10:30,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,True,1513,15.0,29.0,41.86647573,-87.77293391
13024563,3/25/2023 12:30,THEFT,FROM BUILDING,APARTMENT,False,False,1933,19.0,44.0,41.93899501,-87.65074792
13021465,3/25/2023 12:50,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,1214,12.0,27.0,,
13021141,3/25/2023 13:39,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,123,1.0,4.0,41.87285385,-87.63257603
13024579,3/25/2023 17:40,THEFT,$500 AND UNDER,RESIDENCE,False,False,2411,24.0,50.0,,
13042029,3/25/2023 18:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,123,1.0,4.0,41.87285385,-87.63257603
13021506,3/25/2023 18:30,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,231,2.0,3.0,41.799076,-87.62257607
13022334,3/25/2023 20:10,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,811,8.0,23.0,,
13028592,3/26/2023 8:00,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,True,False,432,4.0,10.0,41.70204922,-87.53770369
13021903,3/26/2023 10:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,815,8.0,14.0,41.80168469,-87.735616
13025724,3/26/2023 11:31,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2234,22.0,34.0,41.68423575,-87.66667426
13024569,3/26/2023 11:40,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2234,22.0,34.0,41.68423575,-87.66667426
13024548,3/26/2023 16:02,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,18.0,42.0,,
13023297,3/26/2023 19:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1814,18.0,43.0,41.92474676,-87.63654296
13022674,3/26/2023 23:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,123,1.0,4.0,41.87285385,-87.63257603
13025702,3/26/2023 23:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,911,9.0,12.0,,
13035307,3/27/2023 1:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,334,3.0,7.0,41.76371308,-87.56543009
13023019,3/27/2023 9:40,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,424,4.0,10.0,41.72831971,-87.54514974
13024540,3/27/2023 11:26,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1432,14.0,32.0,,
13026520,3/27/2023 12:00,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,823,8.0,23.0,41.77786886,-87.71420629
13023172,3/27/2023 16:30,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,False,1911,19.0,47.0,41.95900991,-87.6821643
13024079,3/27/2023 17:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1422,14.0,26.0,41.90465524,-87.70785835
13023480,3/27/2023 17:02,THEFT,$500 AND UNDER,CTA TRAIN,False,False,122,1.0,4.0,,
13023399,3/27/2023 20:04,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,323,3.0,5.0,41.76551076,-87.60507347
13023988,3/28/2023 0:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,331,3.0,5.0,41.77308501,-87.56833541
13023628,3/28/2023 0:18,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1014,10.0,24.0,41.86006697,-87.72011718
13037131,3/28/2023 9:00,THEFT,$500 AND UNDER,APARTMENT,False,False,1225,12.0,27.0,41.87716145,-87.67653695
13024082,3/28/2023 11:01,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,113,1.0,4.0,,
13025708,3/28/2023 13:15,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,423,4.0,7.0,,
13024637,3/28/2023 14:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1511,15.0,29.0,41.89182053,-87.76655687
13024436,3/28/2023 14:50,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,834,8.0,18.0,41.7449912,-87.71761499
