ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
13034665,6/1/2022 0:01,THEFT,$500 AND UNDER,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,1935,19.0,43.0,,
13035768,6/1/2022 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1811,18.0,2.0,,
13093995,6/1/2022 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1813,18.0,43.0,,
13007844,6/1/2022 0:01,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT / LAND,False,False,1021,10.0,24.0,,
13012882,6/1/2022 0:01,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1012,10.0,24.0,,
13000803,6/1/2022 0:01,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,STREET,False,False,1031,10.0,22.0,,
13083968,6/1/2022 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,732,7.0,6.0,,
13049924,6/1/2022 1:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,213,2.0,3.0,,
26801,6/1/2022 1:46,HOMICIDE,FIRST DEGREE MURDER,HOUSE,False,False,311,3.0,20.0,41.7815217,-87.61565704
12956877,6/1/2022 2:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2514,25.0,31.0,,
12956977,6/1/2022 7:00,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,False,True,1731,17.0,30.0,,
12970789,6/1/2022 8:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,2023,20.0,48.0,,
12968862,6/1/2022 8:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,732,7.0,6.0,,
12981806,6/1/2022 9:00,SEX OFFENSE,OTHER,MEDICAL / DENTAL OFFICE,False,False,1921,19.0,47.0,,
13025434,6/1/2022 9:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,222,2.0,4.0,,
12955103,6/1/2022 9:00,THEFT,$500 AND UNDER,APARTMENT,False,False,412,4.0,8.0,,
13013090,6/1/2022 9:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,424,4.0,10.0,,
12716713,6/1/2022 9:35,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,421,4.0,7.0,41.75638102,-87.5638939
12716526,6/1/2022 10:15,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,2533,25.0,37.0,41.90774316,-87.75130253
12744419,6/1/2022 10:59,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1112,11.0,27.0,,
12744134,6/1/2022 11:02,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1112,11.0,27.0,,
12744132,6/1/2022 11:05,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1112,11.0,27.0,,
13012372,6/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1722,17.0,39.0,,
12943173,6/1/2022 12:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1633,16.0,36.0,,
13061778,6/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1513,15.0,29.0,,
13123469,6/1/2022 12:00,DECEPTIVE PRACTICE,FORGERY,APARTMENT,False,False,2531,25.0,29.0,,
13095823,6/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2511,25.0,36.0,,
12950004,6/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,523,5.0,9.0,,
12996643,6/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1613,16.0,41.0,,
13111818,6/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1011,10.0,24.0,,
12962756,6/1/2022 12:55,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2011,20.0,40.0,,
12716735,6/1/2022 13:40,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1911,19.0,47.0,41.95900991,-87.6821643
12970698,6/1/2022 14:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,123,1.0,4.0,,
12717071,6/1/2022 15:59,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,833,8.0,18.0,41.75605046,-87.74158112
12999776,6/1/2022 17:20,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1912,19.0,47.0,,
12717577,6/1/2022 19:00,THEFT,OVER $500,STREET,False,False,931,9.0,15.0,41.80119729,-87.67747098
12717476,6/1/2022 20:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6.0,6.0,41.74757756,-87.60823712
12717441,6/1/2022 20:00,THEFT,$500 AND UNDER,STREET,False,False,331,3.0,5.0,41.77295252,-87.57525832
12748171,6/1/2022 20:05,THEFT,$500 AND UNDER,APARTMENT,False,False,2524,25.0,31.0,,
12717614,6/2/2022 0:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1723,17.0,35.0,41.96466817,-87.72152354
13060521,6/2/2022 0:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,False,False,1034,10.0,25.0,,
12719182,6/2/2022 2:30,THEFT,POCKET-PICKING,RESTAURANT,False,False,1832,18.0,42.0,,
12717304,6/2/2022 3:50,THEFT,OVER $500,STREET,False,False,2513,25.0,29.0,41.91518649,-87.79130841
13091448,6/2/2022 9:00,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,NURSING / RETIREMENT HOME,False,False,421,4.0,7.0,,
13066298,6/2/2022 9:00,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,False,False,1614,16.0,41.0,,
12737153,6/2/2022 10:00,NARCOTICS,POSSESS - SYNTHETIC DRUGS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12796625,6/2/2022 10:14,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,True,False,1112,11.0,27.0,,
12717642,6/2/2022 10:15,CRIMINAL TRESPASS,TO LAND,SPORTS ARENA / STADIUM,False,False,132,1.0,4.0,,
12796629,6/2/2022 10:20,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,True,False,1112,11.0,27.0,,
12776310,6/2/2022 10:30,NARCOTICS,POSSESS - HALLUCINOGENS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12776309,6/2/2022 10:30,NARCOTICS,POSSESS - METHAMPHETAMINE,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12776314,6/2/2022 10:38,NARCOTICS,POSSESS - HALLUCINOGENS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12776313,6/2/2022 10:52,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12796636,6/2/2022 10:58,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,True,False,1112,11.0,27.0,,
12718481,6/2/2022 11:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,2533,25.0,37.0,41.91144525,-87.74701085
12835750,6/2/2022 11:04,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1122,11.0,28.0,,
12835752,6/2/2022 11:56,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1122,11.0,28.0,,
12978632,6/2/2022 12:00,THEFT,FROM BUILDING,RESIDENCE,False,False,1115,11.0,28.0,,
12835757,6/2/2022 12:30,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,STREET,True,False,1122,11.0,28.0,,
12718074,6/2/2022 12:45,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1.0,42.0,,
12719474,6/2/2022 12:45,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,1631,16.0,38.0,41.94481127,-87.83447625
12717786,6/2/2022 12:46,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,2521,25.0,31.0,41.92425058,-87.74554504
12750126,6/2/2022 12:55,THEFT,OVER $500,STREET,False,False,1223,12.0,27.0,41.88766602,-87.67742828
12772982,6/2/2022 14:53,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,725,7.0,16.0,,
12835760,6/2/2022 15:42,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,STREET,True,False,1122,11.0,28.0,,
12958267,6/2/2022 15:45,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,SCHOOL - PUBLIC BUILDING,False,False,1523,15.0,37.0,,
12719261,6/2/2022 16:10,THEFT,$500 AND UNDER,SIDEWALK,False,True,1121,11.0,27.0,41.89612648,-87.71145665
12772990,6/2/2022 17:15,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,True,False,725,7.0,16.0,,
12718843,6/3/2022 0:00,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC GROUNDS,False,False,533,5.0,9.0,,
12955651,6/3/2022 0:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,1212,12.0,1.0,,
12718439,6/3/2022 0:00,OTHER OFFENSE,TELEPHONE THREAT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,411,4.0,8.0,41.757631,-87.58570825
12718336,6/3/2022 1:12,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,113,1.0,4.0,,
12718409,6/3/2022 2:50,BATTERY,SIMPLE,STREET,False,False,113,1.0,4.0,,
12721105,6/3/2022 3:56,THEFT,OVER $500,STREET,False,False,2533,25.0,37.0,41.90293988,-87.74843314
12718480,6/3/2022 5:40,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,True,False,212,2.0,4.0,41.82510446,-87.60576335
12999245,6/3/2022 9:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,533,5.0,9.0,,
12718692,6/3/2022 9:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,False,False,113,1.0,4.0,,
12835765,6/3/2022 10:22,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,True,False,1112,11.0,27.0,,
12798839,6/3/2022 10:40,NARCOTICS,POSSESS - HEROIN (WHITE),GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12728698,6/3/2022 12:00,THEFT,OVER $500,STREET,False,False,923,9.0,14.0,41.80191508,-87.69036269
12719074,6/3/2022 13:00,BATTERY,SIMPLE,STREET,False,False,1213,12.0,27.0,41.89617609,-87.66085307
12721689,6/3/2022 14:00,BURGLARY,FORCIBLE ENTRY,SCHOOL - PUBLIC GROUNDS,False,False,531,5.0,9.0,41.6886247,-87.60832836
12719324,6/3/2022 15:41,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",LIBRARY,False,False,1932,19.0,43.0,41.92530413,-87.65771408
12719033,6/3/2022 17:40,ASSAULT,SIMPLE,SIDEWALK,False,False,2431,24.0,49.0,42.00789361,-87.66661712
12719731,6/3/2022 22:30,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,421,4.0,7.0,41.75630693,-87.56389478
12719405,6/4/2022 1:35,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2211,22.0,19.0,41.68543577,-87.71033761
12720904,6/4/2022 2:24,THEFT,$500 AND UNDER,APARTMENT,False,False,2433,24.0,48.0,,
12720894,6/4/2022 10:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1424,14.0,1.0,,
12720069,6/4/2022 11:55,ASSAULT,SIMPLE,STREET,False,True,1214,12.0,27.0,41.89214641,-87.64904695
12720908,6/4/2022 14:05,THEFT,OVER $500,APARTMENT,False,False,1933,19.0,44.0,41.93585417,-87.64912018
12727850,6/4/2022 16:10,THEFT,OVER $500,GAS STATION,False,False,1911,19.0,47.0,,
12720887,6/4/2022 19:35,THEFT,POCKET-PICKING,SIDEWALK,False,False,1424,14.0,1.0,,
12720150,6/4/2022 19:45,THEFT,POCKET-PICKING,STREET,False,False,1424,14.0,1.0,41.90334054,-87.68214986
12722913,6/4/2022 20:30,THEFT,OVER $500,RESTAURANT,False,False,1424,14.0,1.0,,
12720256,6/4/2022 22:15,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,2222,22.0,21.0,41.73154878,-87.65929035
12720212,6/4/2022 23:30,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1424,14.0,1.0,41.91038667,-87.68293058
12724029,6/4/2022 23:40,THEFT,OVER $500,BAR OR TAVERN,False,False,1832,18.0,42.0,,
12720278,6/5/2022 0:17,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,924,9.0,12.0,41.80842331,-87.68283691
12723975,6/5/2022 1:00,THEFT,OVER $500,RESTAURANT,False,False,1634,16.0,31.0,41.93871642,-87.75547929
12721695,6/5/2022 8:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,225,2.0,3.0,41.80131199,-87.62425679
12965485,6/5/2022 8:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,713,7.0,16.0,,
12720579,6/5/2022 11:35,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,225,2.0,3.0,41.79599104,-87.63054249
12721400,6/5/2022 12:36,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,424,4.0,10.0,41.73009459,-87.54946199
12720857,6/5/2022 14:30,ASSAULT,SIMPLE,SPORTS ARENA / STADIUM,False,False,132,1.0,4.0,,
13075116,6/5/2022 15:05,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,112,1.0,34.0,,
12720787,6/5/2022 16:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2233,22.0,34.0,41.69552299,-87.64247557
12722933,6/5/2022 18:20,THEFT,OVER $500,RESTAURANT,False,False,2013,20.0,48.0,,
12721100,6/5/2022 18:39,CRIMINAL TRESPASS,TO LAND,SPORTS ARENA / STADIUM,True,False,132,1.0,4.0,,
12722044,6/5/2022 19:30,THEFT,$500 AND UNDER,SPORTS ARENA / STADIUM,False,False,132,1.0,4.0,,
12723733,6/5/2022 20:00,BATTERY,SIMPLE,SPORTS ARENA / STADIUM,False,False,132,1.0,4.0,,
12721059,6/5/2022 21:00,ASSAULT,SIMPLE,STREET,False,False,835,8.0,18.0,41.75279584,-87.70491141
12721072,6/5/2022 22:00,CRIMINAL TRESPASS,TO LAND,SPORTS ARENA / STADIUM,False,False,132,1.0,4.0,,
12723898,6/5/2022 22:00,THEFT,OVER $500,STREET,False,False,1814,18.0,43.0,41.91536376,-87.63872458
12721428,6/5/2022 22:30,THEFT,OVER $500,STREET,False,False,1722,17.0,39.0,41.96086934,-87.73489906
12988559,6/6/2022 0:00,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,735,7.0,17.0,,
12987340,6/6/2022 0:00,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,735,7.0,17.0,,
12721178,6/6/2022 2:30,THEFT,OVER $500,STREET,False,False,123,1.0,4.0,41.87299291,-87.63063219
12721222,6/6/2022 3:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1713,17.0,33.0,41.96592602,-87.70594669
12721735,6/6/2022 3:00,THEFT,OVER $500,STREET,False,False,1411,14.0,33.0,41.93696227,-87.70020675
12721994,6/6/2022 8:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,False,False,1613,16.0,45.0,,
12721377,6/6/2022 9:30,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,113,1.0,4.0,,
12978651,6/6/2022 10:00,DECEPTIVE PRACTICE,FORGERY,APARTMENT,False,False,2011,20.0,40.0,,
13115657,6/6/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1633,16.0,38.0,,
13091525,6/6/2022 15:07,THEFT,$500 AND UNDER,APARTMENT,False,False,234,2.0,4.0,,
12721851,6/6/2022 16:40,BATTERY,SIMPLE,APARTMENT,False,False,332,3.0,5.0,41.77338169,-87.582105
12724078,6/6/2022 17:57,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,123,1.0,25.0,41.86825618,-87.63240229
12722245,6/6/2022 19:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,331,3.0,5.0,41.76698814,-87.57510127
12722093,6/6/2022 19:35,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,523,5.0,9.0,41.66980167,-87.62600565
12722153,6/6/2022 22:08,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1833,18.0,2.0,41.89876792,-87.62411633
13100146,6/7/2022 0:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,922,9.0,12.0,,
12722654,6/7/2022 0:00,BATTERY,SIMPLE,STREET,False,False,2223,22.0,21.0,41.7358759,-87.64208725
12740328,6/7/2022 10:20,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12740320,6/7/2022 10:30,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12740324,6/7/2022 10:30,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12872032,6/7/2022 11:05,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,124,1.0,25.0,,
12916419,6/7/2022 11:55,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE,False,False,2535,25.0,26.0,,
12731581,6/7/2022 13:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,4.0,7.0,41.75292003,-87.56382895
12725611,6/7/2022 13:00,THEFT,OVER $500,SIDEWALK,False,False,1814,18.0,43.0,41.92061684,-87.63746976
12723462,6/7/2022 15:00,THEFT,OVER $500,STREET,False,False,1712,17.0,39.0,41.97381055,-87.71870737
12722820,6/7/2022 15:15,BATTERY,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,832,8.0,16.0,41.77501552,-87.68353021
12723044,6/7/2022 17:07,THEFT,OVER $500,APARTMENT,False,False,331,3.0,5.0,41.76896505,-87.5682194
12724038,6/7/2022 18:02,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1913,19.0,46.0,,
12723142,6/7/2022 22:33,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,633,6.0,8.0,41.73075179,-87.60253902
12726959,6/8/2022 5:30,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,DEPARTMENT STORE,False,False,1224,12.0,27.0,,
13019403,6/8/2022 9:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,723,7.0,20.0,,
13066466,6/8/2022 10:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1232,12.0,25.0,,
12792165,6/8/2022 11:15,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2422,24.0,49.0,,
12961596,6/8/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,711,7.0,20.0,,
12744261,6/8/2022 12:12,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12792160,6/8/2022 12:53,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2422,24.0,49.0,,
12725697,6/8/2022 16:30,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,2512,25.0,30.0,41.93001594,-87.78200651
12725036,6/8/2022 18:32,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,2223,22.0,34.0,,
12724207,6/8/2022 22:19,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,HOSPITAL BUILDING / GROUNDS,True,False,411,4.0,8.0,41.757631,-87.58570825
12724675,6/8/2022 23:23,CRIMINAL TRESPASS,TO LAND,APARTMENT,False,False,1933,19.0,44.0,41.93585417,-87.64912018
13017983,6/9/2022 0:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1632,16.0,38.0,,
12726177,6/9/2022 0:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,524,5.0,34.0,41.67175424,-87.64292377
13085070,6/9/2022 0:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1011,10.0,24.0,,
12796682,6/9/2022 7:00,NARCOTICS,CRIMINAL DRUG CONSPIRACY,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
13020207,6/9/2022 8:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1913,19.0,46.0,,
12798847,6/9/2022 10:01,NARCOTICS,POSSESS - COCAINE,VEHICLE NON-COMMERCIAL,True,False,1011,10.0,24.0,,
12806120,6/9/2022 10:40,NARCOTICS,MANUFACTURE / DELIVER - CRACK,RESIDENCE,True,False,1011,10.0,24.0,,
12796692,6/9/2022 10:41,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),RESIDENCE,True,False,1011,10.0,24.0,,
12801532,6/9/2022 12:15,NARCOTICS,POSSESS - METHAMPHETAMINE,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12836519,6/9/2022 12:40,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1222,12.0,28.0,,
12839650,6/9/2022 12:45,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,False,False,1434,14.0,32.0,,
12836520,6/9/2022 13:04,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1122,11.0,28.0,,
12724807,6/9/2022 13:15,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,331,3.0,5.0,41.79233331,-87.58204143
12728883,6/9/2022 18:00,THEFT,OVER $500,STREET,False,False,1212,12.0,1.0,,
12726955,6/9/2022 20:25,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),False,False,2024,20.0,48.0,,
12798853,6/9/2022 23:15,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12950065,6/10/2022 0:00,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER (SPECIFY),False,False,2411,24.0,50.0,,
12725331,6/10/2022 2:57,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,713,7.0,16.0,41.79367947,-87.66299636
13088534,6/10/2022 3:00,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1134,11.0,24.0,,
12726014,6/10/2022 4:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1911,19.0,47.0,,
13104840,6/10/2022 7:45,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1531,15.0,37.0,,
12726968,6/10/2022 9:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,122,1.0,42.0,,
12952968,6/10/2022 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1914,19.0,46.0,,
12963600,6/10/2022 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,True,211,2.0,3.0,,
13009253,6/10/2022 12:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,431,4.0,7.0,,
12726567,6/10/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2413,24.0,40.0,41.99355232,-87.68236779
13009310,6/10/2022 14:00,THEFT,OVER $500,RESIDENCE,False,False,1012,10.0,24.0,,
12725755,6/10/2022 14:05,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422,24.0,49.0,42.01939924,-87.67504949
12729096,6/10/2022 16:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,OTHER (SPECIFY),False,True,124,1.0,25.0,,
12726948,6/10/2022 17:00,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,False,False,211,2.0,3.0,,
12725983,6/10/2022 18:18,ASSAULT,SIMPLE,STREET,False,False,1533,15.0,28.0,41.87580074,-87.75141986
12834656,6/10/2022 18:32,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,HIGHWAY / EXPRESSWAY,False,False,1232,12.0,28.0,,
12743321,6/10/2022 22:00,THEFT,OVER $500,ALLEY,False,False,1424,14.0,1.0,41.90613251,-87.67082522
12729539,6/11/2022 0:00,THEFT,OVER $500,APARTMENT,False,False,1422,14.0,26.0,41.90465524,-87.70785835
12726270,6/11/2022 0:21,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,True,False,832,8.0,16.0,41.77501552,-87.68353021
12726348,6/11/2022 0:23,THEFT,OVER $500,STREET,False,False,835,8.0,18.0,41.7435966,-87.69489864
12728888,6/11/2022 2:00,THEFT,POCKET-PICKING,BAR OR TAVERN,False,False,1924,19.0,44.0,,
12726499,6/11/2022 6:57,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,HOSPITAL BUILDING / GROUNDS,True,False,411,4.0,8.0,41.757631,-87.58570825
12775855,6/11/2022 8:55,THEFT,$500 AND UNDER,RESIDENCE,False,False,1934,19.0,44.0,,
12741743,6/11/2022 10:00,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,133,1.0,4.0,41.84783858,-87.61678078
12729298,6/11/2022 11:22,ASSAULT,SIMPLE,RESIDENCE,False,True,334,3.0,7.0,41.76090225,-87.55960283
12730999,6/11/2022 12:33,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,122,1.0,42.0,,
